,Location,Location_1,distance,rank
1873,Wisconsin,Arizona,1377.19,43.0
1874,Wyoming,Arizona,708.04,13.0
1875,California,Arkansas,1588.09,20.0
1876,Colorado,Arkansas,768.77,17.0
1877,Connecticut,Arkansas,1173.8,29.0
1878,Delaware,Arkansas,976.99,28.0
1879,Diamond Princess,Arkansas,6359.48,33.0
1880,District of Columbia,Arkansas,6359.48,33.0
1881,Florida,Arkansas,709.1,11.0
1882,Georgia,Arkansas,525.78,13.0
1883,Grand Princess,Arkansas,6359.48,33.0
1884,Guam,Arkansas,7428.29,28.0
1885,Hawaii,Arkansas,3975.58,25.0
1886,Idaho,Arkansas,1322.24,21.0
1887,Illinois,Arkansas,379.76,9.0
1888,Indiana,Arkansas,480.53,14.0
1889,Iowa,Arkansas,491.5,11.0
1890,Kansas,Arkansas,397.21,6.0
1891,Kentucky,Arkansas,458.99,14.0
1892,Louisiana,Arkansas,289.91,2.0
1893,Maine,Arkansas,1383.65,29.0
1894,Maryland,Arkansas,918.87,28.0
1895,Massachusetts,Arkansas,1253.71,29.0
1896,Michigan,Arkansas,725.99,26.0
1897,Minnesota,Arkansas,712.73,14.0
1898,Mississippi,Arkansas,224.66,3.0
1899,Missouri,Arkansas,239.28,2.0
1900,Montana,Arkansas,1226.76,22.0
1901,Nebraska,Arkansas,545.74,12.0
1902,Nevada,Arkansas,1418.39,20.0
1903,New Hampshire,Arkansas,1264.91,29.0
1904,New Jersey,Arkansas,1041.57,28.0
1905,New Mexico,Arkansas,757.11,11.0
1906,New York,Arkansas,1077.97,29.0
1907,North Carolina,Arkansas,745.76,24.0
1908,North Dakota,Arkansas,938.55,18.0
1909,Northern Mariana Islands,Arkansas,7307.02,28.0
1910,Ohio,Arkansas,637.27,26.0
1911,Oklahoma,Arkansas,265.46,2.0
1912,Oregon,Arkansas,1682.13,22.0
1913,Pennsylvania,Arkansas,919.48,29.0
1914,Puerto Rico,Arkansas,1971.86,26.0
1915,Rhode Island,Arkansas,1232.83,29.0
1916,South Carolina,Arkansas,656.9,17.0
1917,South Dakota,Arkansas,715.74,14.0
1918,Tennessee,Arkansas,368.17,10.0
1919,Texas,Arkansas,414.98,3.0
1920,Utah,Arkansas,1101.38,20.0
1921,Vermont,Arkansas,1228.45,29.0
1922,Virgin Islands,Arkansas,2039.83,26.0
1923,Virginia,Arkansas,814.1,27.0
1924,Washington,Arkansas,1687.82,23.0
1925,West Virginia,Arkansas,703.77,28.0
1926,Wisconsin,Arkansas,669.53,15.0
1927,Wyoming,Arkansas,949.63,22.0
1928,Colorado,California,835.07,18.0
1929,Connecticut,California,2554.21,49.0
1930,Delaware,California,2442.15,49.0
1931,Diamond Princess,California,7869.25,52.0
1932,District of Columbia,California,7869.25,52.0
1933,Florida,California,2281.38,47.0
1934,Georgia,California,2113.71,47.0
1935,Grand Princess,California,7869.25,52.0
1936,Guam,California,5892.19,7.0
1937,Hawaii,California,2436.35,1.0
1938,Idaho,California,516.93,7.0
1939,Illinois,California,1706.1,47.0
1940,Indiana,California,1862.04,47.0
1941,Iowa,California,1477.48,47.0
1942,Kansas,California,1233.69,37.0
1943,Kentucky,California,1955.5,48.0
1944,Louisiana,California,1724.22,45.0
1945,Maine,California,2669.88,49.0
1946,Maryland,California,2373.53,49.0
1947,Massachusetts,California,2614.32,49.0
1948,Michigan,California,1907.1,47.0
1949,Minnesota,California,1450.95,47.0
1950,Mississippi,California,1793.34,46.0
1951,Missouri,California,1532.25,45.0
1952,Montana,California,829.39,12.0
1953,Nebraska,California,1206.36,37.0
1954,Nevada,California,189.7,1.0
1955,New Hampshire,California,2586.23,49.0
1956,New Jersey,California,2458.23,49.0
1957,New Mexico,California,870.27,16.0
1958,New York,California,2412.7,49.0
1959,North Carolina,California,2290.39,48.0
1960,North Dakota,California,1242.37,32.0
1961,Northern Mariana Islands,California,5775.92,7.0
1962,Ohio,California,2023.78,49.0
1963,Oklahoma,California,1324.6,39.0
1964,Oregon,California,464.0,4.0
1965,Pennsylvania,California,2315.05,49.0
1966,Puerto Rico,California,3535.86,47.0
1967,Rhode Island,California,2611.38,49.0
1968,South Carolina,California,2231.63,47.0
1969,South Dakota,California,1218.73,38.0
1970,Tennessee,California,1919.54,47.0
1971,Texas,California,1332.05,35.0
1972,Utah,California,510.69,8.0
1973,Vermont,California,2514.86,49.0
1974,Virgin Islands,California,3610.25,47.0
1975,Virginia,California,2316.96,49.0
1976,Washington,California,631.06,5.0
1977,West Virginia,California,2161.18,49.0
1978,Wisconsin,California,1676.3,47.0
1979,Wyoming,California,812.83,18.0
1980,Connecticut,Colorado,1745.14,39.0
1981,Delaware,Colorado,1615.12,39.0
1982,Diamond Princess,Colorado,7049.31,42.0
1983,District of Columbia,Colorado,7049.31,42.0
1984,Florida,Colorado,1475.89,39.0
1985,Georgia,Colorado,1289.68,37.0
1986,Grand Princess,Colorado,7049.31,42.0
1987,Guam,Colorado,6664.58,14.0
1988,Hawaii,Colorado,3262.11,13.0
1989,Idaho,Colorado,577.61,8.0
1990,Illinois,Colorado,877.39,31.0
1991,Indiana,Colorado,1034.4,37.0
1992,Iowa,Colorado,673.69,17.0
1993,Kansas,Colorado,398.66,7.0
1994,Kentucky,Colorado,1120.87,37.0
1995,Louisiana,Colorado,954.99,23.0
1996,Maine,Colorado,1887.48,40.0
1997,Maryland,Colorado,1547.29,37.0
1998,Massachusetts,Colorado,1811.09,40.0
1999,Michigan,Colorado,1116.7,38.0
2000,Minnesota,Colorado,717.15,15.0
2001,Mississippi,Colorado,985.77,30.0
2002,Missouri,Colorado,697.43,21.0
2003,Montana,Colorado,599.0,8.0
2004,Nebraska,Colorado,400.76,6.0
2005,Nevada,Colorado,656.27,8.0
2006,New Hampshire,Colorado,1792.21,40.0
2007,New Jersey,Colorado,1639.83,39.0
2008,New Mexico,Colorado,292.28,1.0
2009,New York,Colorado,1610.85,38.0
2010,North Carolina,Colorado,1455.32,38.0
2011,North Dakota,Colorado,649.85,9.0
2012,Northern Mariana Islands,Colorado,6544.33,15.0
2013,Ohio,Colorado,1200.71,37.0
2014,Oklahoma,Colorado,516.72,10.0
2015,Oregon,Colorado,926.5,8.0
2016,Pennsylvania,Colorado,1497.92,37.0
2017,Puerto Rico,Colorado,2738.89,39.0
2018,Rhode Island,Colorado,1803.83,39.0
2019,South Carolina,Colorado,1399.16,37.0
2020,South Dakota,Colorado,496.38,8.0
2021,Tennessee,Colorado,1085.71,37.0
2022,Texas,Colorado,625.66,8.0
2023,Utah,Colorado,333.65,3.0
2024,Vermont,Colorado,1728.07,38.0
2025,Virgin Islands,Colorado,2808.04,39.0
2026,Virginia,Colorado,1484.18,37.0
2027,Washington,Colorado,959.41,8.0
2028,West Virginia,Colorado,1331.72,37.0
2029,Wisconsin,Colorado,903.93,31.0
2030,Wyoming,Colorado,291.83,1.0
2031,Delaware,Connecticut,249.4,5.0
2032,Diamond Princess,Connecticut,5315.23,9.0
2033,District of Columbia,Connecticut,5315.23,9.0
2034,Florida,Connecticut,1004.16,24.0
2035,Georgia,Connecticut,863.48,24.0
2036,Grand Princess,Connecticut,5315.23,9.0
2037,Guam,Connecticut,7971.77,46.0
2038,Hawaii,Connecticut,4989.32,48.0
2039,Idaho,Connecticut,2126.37,44.0
2040,Illinois,Connecticut,881.64,32.0
2041,Indiana,Connecticut,728.5,28.0
2042,Iowa,Connecticut,1077.76,38.0
2043,Kansas,Connecticut,1371.45,42.0
2044,Kentucky,Connecticut,715.98,25.0
2045,Louisiana,Connecticut,1303.95,36.0
2046,Maine,Connecticut,255.97,5.0
2047,Maryland,Connecticut,276.55,8.0
2048,Massachusetts,Connecticut,83.52,3.0
2049,Michigan,Connecticut,653.05,19.0
2050,Minnesota,Connecticut,1128.74,37.0
2051,Mississippi,Connecticut,1116.25,32.0
2052,Missouri,Connecticut,1085.96,36.0
2053,Montana,Connecticut,1879.64,43.0
2054,Nebraska,Connecticut,1351.52,43.0
2055,Nevada,Connecticut,2365.33,44.0
2056,New Hampshire,Connecticut,137.08,5.0
2057,New Jersey,Connecticut,140.91,3.0
2058,New Mexico,Connecticut,1863.98,42.0
2059,New York,Connecticut,152.22,1.0
2060,North Carolina,Connecticut,545.0,16.0
2061,North Dakota,Connecticut,1407.47,43.0
2062,Northern Mariana Islands,Connecticut,7843.82,46.0
2063,Ohio,Connecticut,556.28,20.0
2064,Oklahoma,Connecticut,1392.27,40.0
2065,Oregon,Connecticut,2462.47,44.0
2066,Pennsylvania,Connecticut,256.58,7.0
2067,Puerto Rico,Connecticut,1640.44,12.0
2068,Rhode Island,Connecticut,59.84,2.0
2069,South Carolina,Connecticut,694.26,20.0
2070,South Dakota,Connecticut,1347.7,42.0
2071,Tennessee,Connecticut,826.12,29.0
2072,Texas,Connecticut,1588.67,42.0
2073,Utah,Connecticut,2046.05,43.0
2074,Vermont,Connecticut,185.16,5.0
2075,Virgin Islands,Connecticut,1655.11,11.0
2076,Virginia,Connecticut,416.74,11.0
2077,Washington,Connecticut,2387.79,44.0
2078,West Virginia,Connecticut,471.83,16.0
2079,Wisconsin,Connecticut,890.0,30.0
2080,Wyoming,Connecticut,1753.62,43.0
2081,Diamond Princess,Delaware,5434.41,12.0
2082,District of Columbia,Delaware,5434.41,12.0
2083,Florida,Delaware,755.31,14.0
2084,Georgia,Delaware,618.83,16.0
2085,Grand Princess,Delaware,5434.41,12.0
2086,Guam,Delaware,8010.02,51.0
2087,Hawaii,Delaware,4876.46,45.0
2088,Idaho,Delaware,2047.65,42.0
2089,Illinois,Delaware,737.74,25.0
2090,Indiana,Delaware,580.83,20.0
2091,Iowa,Delaware,973.13,33.0
2092,Kansas,Delaware,1225.35,36.0
2093,Kentucky,Delaware,521.38,17.0
2094,Louisiana,Delaware,1076.36,29.0
2095,Maine,Delaware,505.04,9.0
2096,Maryland,Delaware,69.42,1.0
2097,Massachusetts,Delaware,330.3,8.0
2098,Michigan,Delaware,604.78,16.0
2099,Minnesota,Delaware,1071.13,36.0
2100,Mississippi,Delaware,891.96,25.0
2101,Missouri,Delaware,928.1,31.0
2102,Montana,Delaware,1827.35,42.0
2103,Nebraska,Delaware,1237.31,40.0
2104,Nevada,Delaware,2255.95,41.0
2105,New Hampshire,Delaware,382.76,9.0
2106,New Jersey,Delaware,119.1,1.0
2107,New Mexico,Delaware,1701.03,39.0
2108,New York,Delaware,273.91,9.0
2109,North Carolina,Delaware,297.24,5.0
2110,North Dakota,Delaware,1368.53,41.0
2111,Northern Mariana Islands,Delaware,7882.78,51.0
2112,Ohio,Delaware,419.99,11.0
2113,Oklahoma,Delaware,1214.53,36.0
2114,Oregon,Delaware,2396.69,43.0
2115,Pennsylvania,Delaware,176.46,4.0
2116,Puerto Rico,Delaware,1508.25,7.0
2117,Rhode Island,Delaware,295.52,8.0
2118,South Carolina,Delaware,446.36,10.0
2119,South Dakota,Delaware,1268.83,40.0
2120,Tennessee,Delaware,614.16,21.0
2121,Texas,Delaware,1387.59,37.0
2122,Utah,Delaware,1931.47,40.0
2123,Vermont,Delaware,405.13,9.0
2124,Virgin Islands,Delaware,1535.79,6.0
2125,Virginia,Delaware,175.2,4.0
2126,Washington,Delaware,2339.44,42.0
2127,West Virginia,Delaware,285.19,7.0
2128,Wisconsin,Delaware,833.06,25.0
2129,Wyoming,Delaware,1663.1,40.0
2130,District of Columbia,Diamond Princess,0.0,1.5
2131,Florida,Diamond Princess,5757.49,53.0
2132,Georgia,Diamond Princess,5853.79,53.0
2133,Grand Princess,Diamond Princess,0.0,1.5
2134,Guam,Diamond Princess,9864.52,56.0
2135,Hawaii,Diamond Princess,10303.93,56.0
2136,Idaho,Diamond Princess,7426.68,56.0
2137,Illinois,Diamond Princess,6172.01,53.0
2138,Indiana,Diamond Princess,6014.93,53.0
2139,Iowa,Diamond Princess,6391.87,54.0
2140,Kansas,Diamond Princess,6658.58,54.0
2141,Kentucky,Diamond Princess,5939.4,53.0
2142,Louisiana,Diamond Princess,6327.48,54.0
2143,Maine,Diamond Princess,5212.69,53.0
2144,Maryland,Diamond Princess,5502.05,53.0
2145,Massachusetts,Diamond Princess,5256.48,53.0
2146,Michigan,Diamond Princess,5964.66,53.0
2147,Minnesota,Diamond Princess,6431.33,54.0
2148,Mississippi,Diamond Princess,6195.01,53.0
2149,Missouri,Diamond Princess,6359.38,54.0
2150,Montana,Diamond Princess,7150.98,56.0
2151,Nebraska,Diamond Princess,6664.04,54.0
2152,Nevada,Diamond Princess,7680.54,56.0
2153,New Hampshire,Diamond Princess,5288.31,53.0
2154,New Jersey,Diamond Princess,5412.08,53.0
2155,New Mexico,Diamond Princess,7114.93,56.0
2156,New York,Diamond Princess,5457.98,53.0
2157,North Carolina,Diamond Princess,5617.83,53.0
2158,North Dakota,Diamond Princess,6680.42,56.0
2159,Northern Mariana Islands,Diamond Princess,9881.55,56.0
2160,Ohio,Diamond Princess,5849.26,53.0
2161,Oklahoma,Diamond Princess,6620.0,54.0
2162,Oregon,Diamond Princess,7737.46,56.0
2163,Pennsylvania,Diamond Princess,5555.0,53.0
2164,Puerto Rico,Diamond Princess,4673.48,51.0
2165,Rhode Island,Diamond Princess,5258.33,53.0
2166,South Carolina,Diamond Princess,5704.09,53.0
2167,South Dakota,Diamond Princess,6658.31,54.0
2168,Tennessee,Diamond Princess,5997.97,53.0
2169,Texas,Diamond Princess,6723.63,54.0
2170,Utah,Diamond Princess,7360.03,56.0
2171,Vermont,Diamond Princess,5363.14,53.0
2172,Virgin Islands,Diamond Princess,4580.92,51.0
2173,Virginia,Diamond Princess,5571.42,53.0
2174,Washington,Diamond Princess,7629.18,56.0
2175,West Virginia,Diamond Princess,5718.56,53.0
2176,Wisconsin,Diamond Princess,6198.54,53.0
2177,Wyoming,Diamond Princess,7066.02,56.0
2178,Florida,District of Columbia,5757.49,53.0
2179,Georgia,District of Columbia,5853.79,53.0
2180,Grand Princess,District of Columbia,0.0,1.5
2181,Guam,District of Columbia,9864.52,56.0
2182,Hawaii,District of Columbia,10303.93,56.0
2183,Idaho,District of Columbia,7426.68,56.0
2184,Illinois,District of Columbia,6172.01,53.0
2185,Indiana,District of Columbia,6014.93,53.0
2186,Iowa,District of Columbia,6391.87,54.0
2187,Kansas,District of Columbia,6658.58,54.0
2188,Kentucky,District of Columbia,5939.4,53.0
2189,Louisiana,District of Columbia,6327.48,54.0
2190,Maine,District of Columbia,5212.69,53.0
2191,Maryland,District of Columbia,5502.05,53.0
2192,Massachusetts,District of Columbia,5256.48,53.0
2193,Michigan,District of Columbia,5964.66,53.0
2194,Minnesota,District of Columbia,6431.33,54.0
2195,Mississippi,District of Columbia,6195.01,53.0
2196,Missouri,District of Columbia,6359.38,54.0
2197,Montana,District of Columbia,7150.98,56.0
2198,Nebraska,District of Columbia,6664.04,54.0
2199,Nevada,District of Columbia,7680.54,56.0
2200,New Hampshire,District of Columbia,5288.31,53.0
2201,New Jersey,District of Columbia,5412.08,53.0
2202,New Mexico,District of Columbia,7114.93,56.0
2203,New York,District of Columbia,5457.98,53.0
2204,North Carolina,District of Columbia,5617.83,53.0
2205,North Dakota,District of Columbia,6680.42,56.0
2206,Northern Mariana Islands,District of Columbia,9881.55,56.0
2207,Ohio,District of Columbia,5849.26,53.0
2208,Oklahoma,District of Columbia,6620.0,54.0
2209,Oregon,District of Columbia,7737.46,56.0
2210,Pennsylvania,District of Columbia,5555.0,53.0
2211,Puerto Rico,District of Columbia,4673.48,51.0
2212,Rhode Island,District of Columbia,5258.33,53.0
2213,South Carolina,District of Columbia,5704.09,53.0
2214,South Dakota,District of Columbia,6658.31,54.0
2215,Tennessee,District of Columbia,5997.97,53.0
2216,Texas,District of Columbia,6723.63,54.0
2217,Utah,District of Columbia,7360.03,56.0
2218,Vermont,District of Columbia,5363.14,53.0
2219,Virgin Islands,District of Columbia,4580.92,51.0
2220,Virginia,District of Columbia,5571.42,53.0
2221,Washington,District of Columbia,7629.18,56.0
2222,West Virginia,District of Columbia,5718.56,53.0
2223,Wisconsin,District of Columbia,6198.54,53.0
2224,Wyoming,District of Columbia,7066.02,56.0
2225,Georgia,Florida,249.42,3.0
2226,Grand Princess,Florida,5757.49,20.0
2227,Guam,Florida,8137.31,52.0
2228,Hawaii,Florida,4618.03,38.0
2229,Idaho,Florida,2030.42,40.0
2230,Illinois,Florida,816.95,30.0
2231,Indiana,Florida,753.25,29.0
2232,Iowa,Florida,1072.5,36.0
2233,Kansas,Florida,1103.04,33.0
2234,Kentucky,Florida,586.9,21.0
2235,Louisiana,Florida,576.58,9.0
2236,Maine,Florida,1260.11,26.0
2237,Maryland,Florida,744.6,23.0
2238,Massachusetts,Florida,1083.03,24.0
2239,Michigan,Florida,1002.51,35.0
2240,Minnesota,Florida,1275.87,45.0
2241,Mississippi,Florida,490.53,10.0
2242,Missouri,Florida,859.64,29.0
2243,Montana,Florida,1915.16,45.0
2244,Nebraska,Florida,1227.65,39.0
2245,Nevada,Florida,2118.48,36.0
2246,New Hampshire,Florida,1137.98,25.0
2247,New Jersey,Florida,871.56,24.0
2248,New Mexico,Florida,1421.89,34.0
2249,New York,Florida,1003.56,27.0
2250,North Carolina,Florida,471.01,13.0
2251,North Dakota,Florida,1559.74,47.0
2252,Northern Mariana Islands,Florida,8015.88,52.0
2253,Ohio,Florida,759.08,29.0
2254,Oklahoma,Florida,961.83,28.0
2255,Oregon,Florida,2390.9,42.0
2256,Pennsylvania,Florida,838.88,26.0
2257,Puerto Rico,Florida,1263.09,2.0
2258,Rhode Island,Florida,1045.78,24.0
2259,South Carolina,Florida,332.68,6.0
2260,South Dakota,Florida,1364.96,43.0
2261,Tennessee,Florida,504.44,15.0
2262,Texas,Florida,981.89,22.0
2263,Utah,Florida,1806.66,36.0
2264,Vermont,Florida,1152.81,27.0
2265,Virgin Islands,Florida,1332.57,2.0
2266,Virginia,Florida,604.11,21.0
2267,Washington,Florida,2391.71,45.0
2268,West Virginia,Florida,663.0,25.0
2269,Wisconsin,Florida,1114.06,40.0
2270,Wyoming,Florida,1652.93,39.0
2271,Grand Princess,Georgia,5853.79,22.0
2272,Guam,Georgia,7930.49,42.0
2273,Hawaii,Georgia,4493.51,36.0
2274,Idaho,Georgia,1825.81,33.0
2275,Illinois,Georgia,570.62,17.0
2276,Indiana,Georgia,504.35,16.0
2277,Iowa,Georgia,831.75,23.0
2278,Kansas,Georgia,901.19,26.0
2279,Kentucky,Georgia,339.04,8.0
2280,Louisiana,Georgia,495.11,7.0
2281,Maine,Georgia,1113.83,22.0
2282,Maryland,Georgia,588.18,20.0
2283,Massachusetts,Georgia,946.41,21.0
2284,Michigan,Georgia,759.48,28.0
2285,Minnesota,Georgia,1030.13,32.0
2286,Mississippi,Georgia,341.34,5.0
2287,Missouri,Georgia,634.35,19.0
2288,Montana,Georgia,1690.47,33.0
2289,Nebraska,Georgia,1006.58,28.0
2290,Nevada,Georgia,1942.74,31.0
2291,New Hampshire,Georgia,988.36,22.0
2292,New Jersey,Georgia,723.37,20.0
2293,New Mexico,Georgia,1275.89,29.0
2294,New York,Georgia,830.83,22.0
2295,North Carolina,Georgia,323.21,6.0
2296,North Dakota,Georgia,1318.31,36.0
2297,Northern Mariana Islands,Georgia,7807.57,42.0
2298,Ohio,Georgia,524.11,16.0
2299,Oklahoma,Georgia,790.61,20.0
2300,Oregon,Georgia,2187.78,33.0
2301,Pennsylvania,Georgia,657.77,21.0
2302,Puerto Rico,Georgia,1468.41,5.0
2303,Rhode Island,Georgia,913.52,20.0
2304,South Carolina,Georgia,179.42,2.0
2305,South Dakota,Georgia,1131.04,32.0
2306,Tennessee,Georgia,257.38,3.0
2307,Texas,Georgia,871.62,16.0
2308,Utah,Georgia,1623.27,31.0
2309,Vermont,Georgia,987.28,22.0
2310,Virgin Islands,Georgia,1530.6,5.0
2311,Virginia,Georgia,446.74,12.0
2312,Washington,Georgia,2177.55,33.0
2313,West Virginia,Georgia,453.44,14.0
2314,Wisconsin,Georgia,864.64,28.0
2315,Wyoming,Georgia,1441.45,32.0
2316,Guam,Grand Princess,9864.52,56.0
2317,Hawaii,Grand Princess,10303.93,56.0
2318,Idaho,Grand Princess,7426.68,56.0
2319,Illinois,Grand Princess,6172.01,53.0
2320,Indiana,Grand Princess,6014.93,53.0
2321,Iowa,Grand Princess,6391.87,54.0
2322,Kansas,Grand Princess,6658.58,54.0
2323,Kentucky,Grand Princess,5939.4,53.0
2324,Louisiana,Grand Princess,6327.48,54.0
2325,Maine,Grand Princess,5212.69,53.0
2326,Maryland,Grand Princess,5502.05,53.0
2327,Massachusetts,Grand Princess,5256.48,53.0
2328,Michigan,Grand Princess,5964.66,53.0
2329,Minnesota,Grand Princess,6431.33,54.0
2330,Mississippi,Grand Princess,6195.01,53.0
2331,Missouri,Grand Princess,6359.38,54.0
2332,Montana,Grand Princess,7150.98,56.0
2333,Nebraska,Grand Princess,6664.04,54.0
2334,Nevada,Grand Princess,7680.54,56.0
2335,New Hampshire,Grand Princess,5288.31,53.0
2336,New Jersey,Grand Princess,5412.08,53.0
2337,New Mexico,Grand Princess,7114.93,56.0
2338,New York,Grand Princess,5457.98,53.0
2339,North Carolina,Grand Princess,5617.83,53.0
2340,North Dakota,Grand Princess,6680.42,56.0
2341,Northern Mariana Islands,Grand Princess,9881.55,56.0
2342,Ohio,Grand Princess,5849.26,53.0
2343,Oklahoma,Grand Princess,6620.0,54.0
2344,Oregon,Grand Princess,7737.46,56.0
2345,Pennsylvania,Grand Princess,5555.0,53.0
2346,Puerto Rico,Grand Princess,4673.48,51.0
2347,Rhode Island,Grand Princess,5258.33,53.0
2348,South Carolina,Grand Princess,5704.09,53.0
2349,South Dakota,Grand Princess,6658.31,54.0
2350,Tennessee,Grand Princess,5997.97,53.0
2351,Texas,Grand Princess,6723.63,54.0
2352,Utah,Grand Princess,7360.03,56.0
2353,Vermont,Grand Princess,5363.14,53.0
2354,Virgin Islands,Grand Princess,4580.92,51.0
2355,Virginia,Grand Princess,5571.42,53.0
2356,Washington,Grand Princess,7629.18,56.0
2357,West Virginia,Grand Princess,5718.56,53.0
2358,Wisconsin,Grand Princess,6198.54,53.0
2359,Wyoming,Grand Princess,7066.02,56.0
2360,Hawaii,Guam,3890.46,22.0
2361,Idaho,Guam,6107.49,54.0
2362,Illinois,Guam,7401.67,57.0
2363,Indiana,Guam,7528.15,57.0
2364,Iowa,Guam,7129.58,57.0
2365,Kansas,Guam,7035.16,57.0
2366,Kentucky,Guam,7675.56,57.0
2367,Louisiana,Guam,7608.45,57.0
2368,Maine,Guam,7906.97,57.0
2369,Maryland,Guam,7946.46,57.0
2370,Massachusetts,Guam,7981.46,57.0
2371,Michigan,Guam,7410.47,57.0
2372,Minnesota,Guam,6972.22,57.0
2373,Mississippi,Guam,7649.28,57.0
2374,Missouri,Guam,7297.35,57.0
2375,Montana,Guam,6248.49,54.0
2376,Nebraska,Guam,6925.06,57.0
2377,Nevada,Guam,6038.44,54.0
2378,New Hampshire,Guam,7910.14,57.0
2379,New Jersey,Guam,7957.35,57.0
2380,New Mexico,Guam,6761.54,54.0
2381,New York,Guam,7826.46,57.0
2382,North Carolina,Guam,7999.77,57.0
2383,North Dakota,Guam,6668.2,54.0
2384,Northern Mariana Islands,Guam,128.09,1.0
2385,Ohio,Guam,7636.39,57.0
2386,Oklahoma,Guam,7181.2,57.0
2387,Oregon,Guam,5746.51,54.0
2388,Pennsylvania,Guam,7836.3,57.0
2389,Puerto Rico,Guam,9398.12,57.0
2390,Rhode Island,Guam,8005.19,57.0
2391,South Carolina,Guam,7998.97,57.0
2392,South Dakota,Guam,6818.87,57.0
2393,Tennessee,Guam,7692.05,57.0
2394,Texas,Guam,7223.85,57.0
2395,Utah,Guam,6338.04,54.0
2396,Vermont,Guam,7824.03,57.0
2397,Virgin Islands,Guam,9460.7,57.0
2398,Virginia,Guam,7964.57,57.0
2399,Washington,Guam,5753.35,54.0
2400,West Virginia,Guam,7795.28,57.0
2401,Wisconsin,Guam,7196.79,57.0
2402,Wyoming,Guam,6489.21,54.0
2403,Idaho,Hawaii,2879.58,49.0
2404,Illinois,Hawaii,4138.96,51.0
2405,Indiana,Hawaii,4295.66,51.0
2406,Iowa,Hawaii,3913.71,51.0
2407,Kansas,Hawaii,3656.68,51.0
2408,Kentucky,Hawaii,4379.28,51.0
2409,Louisiana,Hawaii,4041.48,51.0
2410,Maine,Hawaii,5092.61,51.0
2411,Maryland,Hawaii,4808.2,51.0
2412,Massachusetts,Hawaii,5047.53,51.0
2413,Michigan,Hawaii,4339.32,51.0
2414,Minnesota,Hawaii,3873.02,51.0
2415,Mississippi,Hawaii,4155.53,51.0
2416,Missouri,Hawaii,3956.71,51.0
2417,Montana,Hawaii,3161.48,50.0
2418,Nebraska,Hawaii,3642.58,51.0
2419,Nevada,Hawaii,2624.51,49.0
2420,New Hampshire,Hawaii,5015.73,51.0
2421,New Jersey,Hawaii,4894.57,51.0
2422,New Mexico,Hawaii,3218.92,51.0
2423,New York,Hawaii,4846.07,51.0
2424,North Carolina,Hawaii,4707.6,51.0
2425,North Dakota,Hawaii,3628.52,51.0
2426,Northern Mariana Islands,Hawaii,3802.89,3.0
2427,Ohio,Hawaii,4459.3,51.0
2428,Oklahoma,Hawaii,3711.39,51.0
2429,Oregon,Hawaii,2579.04,49.0
2430,Pennsylvania,Hawaii,4751.4,51.0
2431,Puerto Rico,Hawaii,5799.16,54.0
2432,Rhode Island,Hawaii,5045.99,51.0
2433,South Carolina,Hawaii,4632.21,51.0
2434,South Dakota,Hawaii,3645.64,51.0
2435,Tennessee,Hawaii,4329.38,51.0
2436,Texas,Hawaii,3636.98,51.0
2437,Utah,Hawaii,2946.52,49.0
2438,Vermont,Hawaii,4941.3,51.0
2439,Virgin Islands,Hawaii,5885.55,54.0
2440,Virginia,Hawaii,4745.3,51.0
2441,Washington,Hawaii,2699.21,49.0
2442,West Virginia,Hawaii,4593.74,51.0
2443,Wisconsin,Hawaii,4105.4,51.0
2444,Wyoming,Hawaii,3237.91,51.0
2445,Illinois,Idaho,1335.46,43.0
2446,Indiana,Idaho,1482.79,43.0
2447,Iowa,Idaho,1076.97,37.0
2448,Kansas,Idaho,927.68,27.0
2449,Kentucky,Idaho,1604.42,43.0
2450,Louisiana,Idaho,1530.01,42.0
2451,Maine,Idaho,2214.02,44.0
2452,Maryland,Idaho,1978.22,45.0
2453,Massachusetts,Idaho,2178.59,44.0
2454,Michigan,Idaho,1473.4,42.0
2455,Minnesota,Idaho,998.84,28.0
2456,Mississippi,Idaho,1545.25,43.0
2457,Missouri,Idaho,1198.62,42.0
2458,Montana,Idaho,312.58,2.0
2459,Nebraska,Idaho,832.0,24.0
2460,Nevada,Idaho,356.2,3.0
2461,New Hampshire,Idaho,2141.46,44.0
2462,New Jersey,Idaho,2045.64,44.0
2463,New Mexico,Idaho,782.52,13.0
2464,New York,Idaho,1978.65,44.0
2465,North Carolina,Idaho,1942.42,45.0
2466,North Dakota,Idaho,751.42,11.0
2467,Northern Mariana Islands,Idaho,5985.65,9.0
2468,Ohio,Idaho,1629.18,43.0
2469,Oklahoma,Idaho,1085.86,32.0
2470,Oregon,Idaho,362.05,2.0
2471,Pennsylvania,Idaho,1902.97,44.0
2472,Puerto Rico,Idaho,3290.87,45.0
2473,Rhode Island,Idaho,2180.77,44.0
2474,South Carolina,Idaho,1911.84,45.0
2475,South Dakota,Idaho,780.87,18.0
2476,Tennessee,Idaho,1597.78,43.0
2477,Texas,Idaho,1197.78,31.0
2478,Utah,Idaho,319.7,1.0
2479,Vermont,Idaho,2064.74,44.0
2480,Virgin Islands,Idaho,3355.73,45.0
2481,Virginia,Idaho,1944.64,45.0
2482,Washington,Idaho,383.65,2.0
2483,West Virginia,Idaho,1779.09,45.0
2484,Wisconsin,Idaho,1236.38,42.0
