,Location,Location_1,distance,rank
643,Georgia,North Dakota,1318.31,38.0
644,Georgia,Northern Mariana Islands,7807.57,56.0
645,Georgia,Ohio,524.11,12.0
646,Georgia,Oklahoma,790.61,21.0
647,Georgia,Oregon,2187.78,49.0
648,Georgia,Pennsylvania,657.77,18.0
649,Georgia,Puerto Rico,1468.41,40.0
650,Georgia,Rhode Island,913.52,28.0
651,Georgia,South Carolina,179.42,2.0
652,Georgia,South Dakota,1131.04,35.0
653,Georgia,Tennessee,257.38,4.0
654,Georgia,Texas,871.62,26.0
655,Georgia,Utah,1623.27,43.0
656,Georgia,Vermont,987.28,30.0
657,Georgia,Virgin Islands,1530.6,41.0
658,Georgia,Virginia,446.74,8.0
659,Georgia,Washington,2177.55,48.0
660,Georgia,West Virginia,453.44,9.0
661,Georgia,Wisconsin,864.64,25.0
662,Georgia,Wyoming,1441.45,39.0
663,Grand Princess,Guam,9864.52,54.0
664,Grand Princess,Hawaii,10303.93,56.0
665,Grand Princess,Idaho,7426.68,48.0
666,Grand Princess,Illinois,6172.01,28.0
667,Grand Princess,Indiana,6014.93,26.0
668,Grand Princess,Iowa,6391.87,34.0
669,Grand Princess,Kansas,6658.58,38.0
670,Grand Princess,Kentucky,5939.4,23.0
671,Grand Princess,Louisiana,6327.48,31.0
672,Grand Princess,Maine,5212.69,5.0
673,Grand Princess,Maryland,5502.05,14.0
674,Grand Princess,Massachusetts,5256.48,6.0
675,Grand Princess,Michigan,5964.66,24.0
676,Grand Princess,Minnesota,6431.33,35.0
677,Grand Princess,Mississippi,6195.01,29.0
678,Grand Princess,Missouri,6359.38,32.0
679,Grand Princess,Montana,7150.98,45.0
680,Grand Princess,Nebraska,6664.04,39.0
681,Grand Princess,Nevada,7680.54,50.0
682,Grand Princess,New Hampshire,5288.31,8.0
683,Grand Princess,New Jersey,5412.08,11.0
684,Grand Princess,New Mexico,7114.93,44.0
685,Grand Princess,New York,5457.98,13.0
686,Grand Princess,North Carolina,5617.83,17.0
687,Grand Princess,North Dakota,6680.42,40.0
688,Grand Princess,Northern Mariana Islands,9881.55,55.0
689,Grand Princess,Ohio,5849.26,21.0
690,Grand Princess,Oklahoma,6620.0,36.0
691,Grand Princess,Oregon,7737.46,51.0
692,Grand Princess,Pennsylvania,5555.0,15.0
693,Grand Princess,Puerto Rico,4673.48,4.0
694,Grand Princess,Rhode Island,5258.33,7.0
695,Grand Princess,South Carolina,5704.09,18.0
696,Grand Princess,South Dakota,6658.31,37.0
697,Grand Princess,Tennessee,5997.97,25.0
698,Grand Princess,Texas,6723.63,41.0
699,Grand Princess,Utah,7360.03,46.0
700,Grand Princess,Vermont,5363.14,10.0
701,Grand Princess,Virgin Islands,4580.92,3.0
702,Grand Princess,Virginia,5571.42,16.0
703,Grand Princess,Washington,7629.18,49.0
704,Grand Princess,West Virginia,5718.56,19.0
705,Grand Princess,Wisconsin,6198.54,30.0
706,Grand Princess,Wyoming,7066.02,43.0
707,Guam,Hawaii,3890.46,3.0
708,Guam,Idaho,6107.49,9.0
709,Guam,Illinois,7401.67,26.0
710,Guam,Indiana,7528.15,29.0
711,Guam,Iowa,7129.58,21.0
712,Guam,Kansas,7035.16,20.0
713,Guam,Kentucky,7675.56,33.0
714,Guam,Louisiana,7608.45,30.0
715,Guam,Maine,7906.97,40.0
716,Guam,Maryland,7946.46,43.0
717,Guam,Massachusetts,7981.46,47.0
718,Guam,Michigan,7410.47,27.0
719,Guam,Minnesota,6972.22,19.0
720,Guam,Mississippi,7649.28,32.0
721,Guam,Missouri,7297.35,25.0
722,Guam,Montana,6248.49,10.0
723,Guam,Nebraska,6925.06,18.0
724,Guam,Nevada,6038.44,8.0
725,Guam,New Hampshire,7910.14,41.0
726,Guam,New Jersey,7957.35,44.0
727,Guam,New Mexico,6761.54,16.0
728,Guam,New York,7826.46,38.0
729,Guam,North Carolina,7999.77,49.0
730,Guam,North Dakota,6668.2,15.0
731,Guam,Northern Mariana Islands,128.09,1.0
732,Guam,Ohio,7636.39,31.0
733,Guam,Oklahoma,7181.2,22.0
734,Guam,Oregon,5746.51,5.0
735,Guam,Pennsylvania,7836.3,39.0
736,Guam,Puerto Rico,9398.12,53.0
737,Guam,Rhode Island,8005.19,50.0
738,Guam,South Carolina,7998.97,48.0
739,Guam,South Dakota,6818.87,17.0
740,Guam,Tennessee,7692.05,34.0
741,Guam,Texas,7223.85,24.0
742,Guam,Utah,6338.04,11.0
743,Guam,Vermont,7824.03,37.0
744,Guam,Virgin Islands,9460.7,54.0
745,Guam,Virginia,7964.57,45.0
746,Guam,Washington,5753.35,6.0
747,Guam,West Virginia,7795.28,36.0
748,Guam,Wisconsin,7196.79,23.0
749,Guam,Wyoming,6489.21,12.0
750,Hawaii,Idaho,2879.58,7.0
751,Hawaii,Illinois,4138.96,28.0
752,Hawaii,Indiana,4295.66,30.0
753,Hawaii,Iowa,3913.71,23.0
754,Hawaii,Kansas,3656.68,18.0
755,Hawaii,Kentucky,4379.28,34.0
756,Hawaii,Louisiana,4041.48,26.0
757,Hawaii,Maine,5092.61,52.0
758,Hawaii,Maryland,4808.2,43.0
759,Hawaii,Massachusetts,5047.53,51.0
760,Hawaii,Michigan,4339.32,33.0
761,Hawaii,Minnesota,3873.02,21.0
762,Hawaii,Mississippi,4155.53,29.0
763,Hawaii,Missouri,3956.71,24.0
764,Hawaii,Montana,3161.48,10.0
765,Hawaii,Nebraska,3642.58,16.0
766,Hawaii,Nevada,2624.51,4.0
767,Hawaii,New Hampshire,5015.73,49.0
768,Hawaii,New Jersey,4894.57,46.0
769,Hawaii,New Mexico,3218.92,11.0
770,Hawaii,New York,4846.07,44.0
771,Hawaii,North Carolina,4707.6,40.0
772,Hawaii,North Dakota,3628.52,14.0
773,Hawaii,Northern Mariana Islands,3802.89,20.0
774,Hawaii,Ohio,4459.3,35.0
775,Hawaii,Oklahoma,3711.39,19.0
776,Hawaii,Oregon,2579.04,2.0
777,Hawaii,Pennsylvania,4751.4,42.0
778,Hawaii,Puerto Rico,5799.16,53.0
779,Hawaii,Rhode Island,5045.99,50.0
780,Hawaii,South Carolina,4632.21,39.0
781,Hawaii,South Dakota,3645.64,17.0
782,Hawaii,Tennessee,4329.38,32.0
783,Hawaii,Texas,3636.98,15.0
784,Hawaii,Utah,2946.52,9.0
785,Hawaii,Vermont,4941.3,47.0
786,Hawaii,Virgin Islands,5885.55,54.0
787,Hawaii,Virginia,4745.3,41.0
788,Hawaii,Washington,2699.21,6.0
789,Hawaii,West Virginia,4593.74,37.0
790,Hawaii,Wisconsin,4105.4,27.0
791,Hawaii,Wyoming,3237.91,12.0
792,Idaho,Illinois,1335.46,22.0
793,Idaho,Indiana,1482.79,24.0
794,Idaho,Iowa,1076.97,16.0
795,Idaho,Kansas,927.68,14.0
796,Idaho,Kentucky,1604.42,28.0
797,Idaho,Louisiana,1530.01,25.0
798,Idaho,Maine,2214.02,48.0
799,Idaho,Maryland,1978.22,38.0
800,Idaho,Massachusetts,2178.59,46.0
801,Idaho,Michigan,1473.4,23.0
802,Idaho,Minnesota,998.84,15.0
803,Idaho,Mississippi,1545.25,26.0
804,Idaho,Missouri,1198.62,19.0
805,Idaho,Montana,312.58,1.0
806,Idaho,Nebraska,832.0,13.0
807,Idaho,Nevada,356.2,3.0
808,Idaho,New Hampshire,2141.46,45.0
809,Idaho,New Jersey,2045.64,41.0
810,Idaho,New Mexico,782.52,12.0
811,Idaho,New York,1978.65,39.0
812,Idaho,North Carolina,1942.42,36.0
813,Idaho,North Dakota,751.42,9.0
814,Idaho,Northern Mariana Islands,5985.65,53.0
815,Idaho,Ohio,1629.18,29.0
816,Idaho,Oklahoma,1085.86,17.0
817,Idaho,Oregon,362.05,4.0
818,Idaho,Pennsylvania,1902.97,34.0
819,Idaho,Puerto Rico,3290.87,50.0
820,Idaho,Rhode Island,2180.77,47.0
821,Idaho,South Carolina,1911.84,35.0
822,Idaho,South Dakota,780.87,11.0
823,Idaho,Tennessee,1597.78,27.0
824,Idaho,Texas,1197.78,18.0
825,Idaho,Utah,319.7,2.0
826,Idaho,Vermont,2064.74,43.0
827,Idaho,Virgin Islands,3355.73,51.0
828,Idaho,Virginia,1944.64,37.0
829,Idaho,Washington,383.65,5.0
830,Idaho,West Virginia,1779.09,31.0
831,Idaho,Wisconsin,1236.38,20.0
832,Idaho,Wyoming,390.29,6.0
833,Illinois,Indiana,157.15,1.0
834,Illinois,Iowa,272.2,3.0
835,Illinois,Kansas,491.31,13.0
836,Illinois,Kentucky,274.17,4.0
837,Illinois,Louisiana,637.79,23.0
838,Illinois,Maine,1058.01,39.0
839,Illinois,Maryland,669.96,24.0
840,Illinois,Massachusetts,953.96,37.0
841,Illinois,Michigan,347.62,8.0
842,Illinois,Minnesota,459.52,11.0
843,Illinois,Mississippi,483.92,12.0
844,Illinois,Missouri,208.24,2.0
845,Illinois,Montana,1154.45,40.0
846,Illinois,Nebraska,507.34,15.0
847,Illinois,Nevada,1521.1,44.0
848,Illinois,New Hampshire,948.48,36.0
849,Illinois,New Jersey,767.05,29.0
850,Illinois,New Mexico,982.88,38.0
851,Illinois,New York,760.6,27.0
852,Illinois,North Carolina,608.29,20.0
853,Illinois,North Dakota,751.44,26.0
854,Illinois,Northern Mariana Islands,7276.9,56.0
855,Illinois,Ohio,326.89,7.0
856,Illinois,Oklahoma,527.63,16.0
857,Illinois,Oregon,1693.39,46.0
858,Illinois,Pennsylvania,627.83,22.0
859,Illinois,Puerto Rico,2010.92,48.0
860,Illinois,Rhode Island,941.33,34.0
861,Illinois,South Carolina,598.86,19.0
862,Illinois,South Dakota,582.9,18.0
863,Illinois,Tennessee,313.24,5.0
864,Illinois,Texas,764.1,28.0
865,Illinois,Utah,1195.75,41.0
866,Illinois,Vermont,897.95,33.0
867,Illinois,Virgin Islands,2064.79,49.0
868,Illinois,Virginia,613.4,21.0
869,Illinois,Washington,1658.54,45.0
870,Illinois,West Virginia,455.11,10.0
871,Illinois,Wisconsin,320.8,6.0
872,Illinois,Wyoming,945.52,35.0
873,Indiana,Iowa,407.83,9.0
874,Indiana,Kansas,647.75,23.0
875,Indiana,Kentucky,167.72,2.0
876,Indiana,Louisiana,697.15,26.0
877,Indiana,Maine,915.26,36.0
878,Indiana,Maryland,512.89,17.0
879,Indiana,Massachusetts,802.69,33.0
880,Indiana,Michigan,278.6,5.0
881,Indiana,Minnesota,560.08,19.0
882,Indiana,Mississippi,520.09,18.0
883,Indiana,Missouri,357.47,7.0
884,Indiana,Montana,1288.44,40.0
885,Indiana,Nebraska,659.92,24.0
886,Indiana,Nevada,1676.51,44.0
887,Indiana,New Hampshire,801.87,32.0
888,Indiana,New Jersey,610.99,21.0
889,Indiana,New Mexico,1135.68,39.0
890,Indiana,New York,613.36,22.0
891,Indiana,North Carolina,472.03,11.0
892,Indiana,North Dakota,862.57,34.0
893,Indiana,Northern Mariana Islands,7402.7,56.0
894,Indiana,Ohio,172.22,3.0
895,Indiana,Oklahoma,668.22,25.0
896,Indiana,Oregon,1838.43,46.0
897,Indiana,Pennsylvania,473.18,12.0
898,Indiana,Puerto Rico,1897.15,48.0
899,Indiana,Rhode Island,788.32,31.0
900,Indiana,South Carolina,489.4,15.0
901,Indiana,South Dakota,717.11,27.0
902,Indiana,Tennessee,265.53,4.0
903,Indiana,Texas,887.19,35.0
904,Indiana,Utah,1351.48,41.0
905,Indiana,Vermont,756.75,30.0
906,Indiana,Virgin Islands,1946.59,49.0
907,Indiana,Virginia,461.96,10.0
908,Indiana,Washington,1796.74,45.0
909,Indiana,West Virginia,299.56,6.0
910,Indiana,Wisconsin,364.43,8.0
911,Indiana,Wyoming,1094.0,38.0
912,Iowa,Kansas,350.84,7.0
913,Iowa,Kentucky,546.0,13.0
914,Iowa,Louisiana,781.26,22.0
915,Iowa,Maine,1213.87,43.0
916,Iowa,Maryland,903.78,30.0
917,Iowa,Massachusetts,1140.65,42.0
918,Iowa,Michigan,443.39,9.0
919,Iowa,Minnesota,222.26,1.0
920,Iowa,Mississippi,673.15,16.0
921,Iowa,Missouri,253.28,3.0
922,Iowa,Montana,883.3,29.0
923,Iowa,Nebraska,274.6,5.0
924,Iowa,Nevada,1289.23,44.0
925,Iowa,New Hampshire,1119.11,39.0
926,Iowa,New Jersey,981.34,34.0
927,Iowa,New Mexico,844.1,25.0
928,Iowa,New York,939.53,31.0
929,Iowa,North Carolina,876.44,28.0
930,Iowa,North Dakota,487.24,10.0
931,Iowa,Northern Mariana Islands,7004.76,56.0
932,Iowa,Ohio,553.35,14.0
933,Iowa,Oklahoma,494.26,12.0
934,Iowa,Oregon,1431.07,46.0
935,Iowa,Pennsylvania,838.01,24.0
936,Iowa,Puerto Rico,2282.43,48.0
937,Iowa,Rhode Island,1135.57,41.0
938,Iowa,South Carolina,870.9,27.0
939,Iowa,South Dakota,311.27,6.0
940,Iowa,Tennessee,576.5,15.0
941,Iowa,Texas,763.64,21.0
942,Iowa,Utah,968.42,32.0
943,Iowa,Vermont,1054.38,35.0
944,Iowa,Virgin Islands,2336.84,49.0
945,Iowa,Virginia,868.48,26.0
946,Iowa,Washington,1389.66,45.0
947,Iowa,West Virginia,702.14,19.0
948,Iowa,Wisconsin,250.41,2.0
949,Iowa,Wyoming,690.23,18.0
950,Kansas,Kentucky,723.29,19.0
951,Kansas,Louisiana,641.06,16.0
952,Kansas,Maine,1534.95,47.0
953,Kansas,Maryland,1158.61,35.0
954,Kansas,Massachusetts,1441.91,46.0
955,Kansas,Michigan,775.78,22.0
956,Kansas,Minnesota,500.63,10.0
957,Kansas,Mississippi,621.79,15.0
958,Kansas,Missouri,300.06,3.0
959,Kansas,Montana,835.3,25.0
960,Kansas,Nebraska,190.94,1.0
961,Kansas,Nevada,1054.33,30.0
962,Kansas,New Hampshire,1431.21,45.0
963,Kansas,New Jersey,1258.35,39.0
964,Kansas,New Mexico,501.68,11.0
965,Kansas,New York,1245.24,38.0
966,Kansas,North Carolina,1056.74,31.0
967,Kansas,North Dakota,618.99,14.0
968,Kansas,Northern Mariana Islands,6913.31,56.0
969,Kansas,Ohio,818.15,24.0
970,Kansas,Oklahoma,213.34,2.0
971,Kansas,Oregon,1288.87,40.0
972,Kansas,Pennsylvania,1118.84,34.0
973,Kansas,Puerto Rico,2363.33,48.0
974,Kansas,Rhode Island,1430.95,44.0
975,Kansas,South Carolina,1002.34,29.0
976,Kansas,South Dakota,387.73,5.0
977,Kansas,Tennessee,687.99,18.0
978,Kansas,Texas,463.17,8.0
979,Kansas,Utah,729.76,20.0
980,Kansas,Vermont,1374.23,43.0
981,Kansas,Virgin Islands,2428.93,49.0
982,Kansas,Virginia,1088.65,32.0
983,Kansas,Washington,1290.68,41.0
984,Kansas,West Virginia,940.47,28.0
985,Kansas,Wisconsin,601.24,13.0
986,Kansas,Wyoming,552.44,12.0
987,Kentucky,Louisiana,611.87,22.0
988,Kentucky,Maine,934.73,35.0
989,Kentucky,Maryland,460.95,15.0
990,Kentucky,Massachusetts,796.8,31.0
991,Kentucky,Michigan,424.31,13.0
992,Kentucky,Minnesota,719.03,26.0
993,Kentucky,Mississippi,423.63,12.0
994,Kentucky,Missouri,423.48,11.0
995,Kentucky,Montana,1428.61,40.0
996,Kentucky,Nebraska,772.87,28.0
997,Kentucky,Nevada,1773.66,45.0
998,Kentucky,New Hampshire,812.99,32.0
999,Kentucky,New Jersey,582.64,20.0
1000,Kentucky,New Mexico,1183.09,38.0
1001,Kentucky,New York,629.32,23.0
1002,Kentucky,North Carolina,338.56,7.0
1003,Kentucky,North Dakota,1018.37,36.0
1004,Kentucky,Northern Mariana Islands,7550.69,56.0
1005,Kentucky,Ohio,216.22,3.0
1006,Kentucky,Oklahoma,693.61,24.0
1007,Kentucky,Oregon,1963.86,49.0
1008,Kentucky,Pennsylvania,464.07,16.0
1009,Kentucky,Puerto Rico,1740.21,44.0
1010,Kentucky,Rhode Island,774.66,29.0
1011,Kentucky,South Carolina,327.97,6.0
1012,Kentucky,South Dakota,857.01,33.0
1013,Kentucky,Tennessee,129.16,1.0
1014,Kentucky,Texas,873.2,34.0
1015,Kentucky,Utah,1447.87,41.0
1016,Kentucky,Vermont,784.59,30.0
1017,Kentucky,Virgin Islands,1792.47,46.0
1018,Kentucky,Virginia,368.51,10.0
1019,Kentucky,Washington,1932.11,47.0
1020,Kentucky,West Virginia,244.85,4.0
1021,Kentucky,Wisconsin,531.96,18.0
1022,Kentucky,Wyoming,1214.14,39.0
1023,Louisiana,Maine,1537.91,43.0
1024,Louisiana,Maryland,1030.69,27.0
1025,Louisiana,Massachusetts,1387.14,38.0
1026,Louisiana,Michigan,967.96,24.0
1027,Louisiana,Minnesota,1002.64,26.0
1028,Louisiana,Mississippi,189.28,1.0
1029,Louisiana,Missouri,528.42,8.0
1030,Louisiana,Montana,1474.28,41.0
1031,Louisiana,Nebraska,813.34,17.0
1032,Louisiana,Nevada,1570.69,44.0
1033,Louisiana,New Hampshire,1413.7,40.0
1034,Louisiana,New Jersey,1164.16,31.0
1035,Louisiana,New Mexico,855.96,20.0
1036,Louisiana,New York,1235.44,34.0
1037,Louisiana,North Carolina,798.28,16.0
1038,Louisiana,North Dakota,1221.7,33.0
1039,Louisiana,Northern Mariana Islands,7489.88,56.0
1040,Louisiana,Ohio,822.98,18.0
1041,Louisiana,Oklahoma,447.47,5.0
1042,Louisiana,Oregon,1881.44,47.0
1043,Louisiana,Pennsylvania,1064.43,28.0
1044,Louisiana,Puerto Rico,1812.32,46.0
1045,Louisiana,Rhode Island,1359.64,37.0
1046,Louisiana,South Carolina,669.14,13.0
1047,Louisiana,South Dakota,994.65,25.0
1048,Louisiana,Tennessee,486.46,6.0
1049,Louisiana,Texas,405.85,4.0
1050,Louisiana,Utah,1272.88,35.0
1051,Louisiana,Vermont,1392.64,39.0
1052,Louisiana,Virgin Islands,1888.37,48.0
1053,Louisiana,Virginia,901.73,21.0
1054,Louisiana,Washington,1907.32,49.0
1055,Louisiana,West Virginia,839.8,19.0
1056,Louisiana,Wisconsin,947.03,22.0
1057,Louisiana,Wyoming,1180.12,32.0
1058,Maine,Maryland,525.85,10.0
1059,Maine,Massachusetts,180.34,3.0
1060,Maine,Michigan,770.87,14.0
1061,Maine,Minnesota,1220.71,24.0
1062,Maine,Mississippi,1348.84,28.0
1063,Maine,Missouri,1266.21,27.0
1064,Maine,Montana,1945.23,41.0
1065,Maine,Nebraska,1487.24,32.0
1066,Maine,Nevada,2480.18,47.0
1067,Maine,New Hampshire,125.66,1.0
1068,Maine,New Jersey,391.77,7.0
1069,Maine,New Mexico,2035.31,42.0
1070,Maine,New York,305.94,6.0
1071,Maine,North Carolina,798.81,15.0
1072,Maine,North Dakota,1471.28,31.0
1073,Maine,Northern Mariana Islands,7778.91,56.0
1074,Maine,Ohio,748.08,13.0
1075,Maine,Oklahoma,1582.84,35.0
1076,Maine,Oregon,2533.18,48.0
1077,Maine,Pennsylvania,473.5,8.0
1078,Maine,Puerto Rico,1814.19,37.0
1079,Maine,Rhode Island,220.42,4.0
1080,Maine,South Carolina,947.81,18.0
1081,Maine,South Dakota,1451.3,30.0
1082,Maine,Tennessee,1053.45,20.0
1083,Maine,Texas,1797.35,36.0
1084,Maine,Utah,2169.58,43.0
1085,Maine,Vermont,160.73,2.0
1086,Maine,Virgin Islands,1818.04,38.0
1087,Maine,Virginia,668.36,11.0
1088,Maine,Washington,2441.91,46.0
1089,Maine,West Virginia,698.15,12.0
1090,Maine,Wisconsin,994.41,19.0
1091,Maine,Wyoming,1858.6,39.0
1092,Maryland,Massachusetts,360.0,11.0
1093,Maryland,Michigan,538.4,18.0
1094,Maryland,Minnesota,1002.57,29.0
1095,Maryland,Mississippi,844.24,25.0
1096,Maryland,Missouri,862.25,26.0
1097,Maryland,Montana,1758.51,42.0
1098,Maryland,Nebraska,1168.36,33.0
1099,Maryland,Nevada,2187.16,46.0
1100,Maryland,New Hampshire,400.63,12.0
1101,Maryland,New Jersey,135.69,3.0
1102,Maryland,New Mexico,1636.87,41.0
1103,Maryland,New York,261.45,6.0
1104,Maryland,North Carolina,275.45,7.0
1105,Maryland,North Dakota,1300.64,35.0
1106,Maryland,Northern Mariana Islands,7819.34,56.0
1107,Maryland,Ohio,350.77,10.0
1108,Maryland,Oklahoma,1152.38,31.0
1109,Maryland,Oregon,2327.36,48.0
1110,Maryland,Pennsylvania,125.12,2.0
1111,Maryland,Puerto Rico,1558.79,38.0
1112,Maryland,Rhode Island,329.82,9.0
1113,Maryland,South Carolina,423.24,14.0
1114,Maryland,South Dakota,1199.47,34.0
1115,Maryland,Tennessee,560.03,19.0
1116,Maryland,Texas,1331.34,36.0
1117,Maryland,Utah,1862.84,43.0
1118,Maryland,Vermont,408.26,13.0
1119,Maryland,Virgin Islands,1589.08,39.0
1120,Maryland,Virginia,142.97,4.0
1121,Maryland,Washington,2270.6,47.0
1122,Maryland,West Virginia,220.19,5.0
1123,Maryland,Wisconsin,764.97,24.0
1124,Maryland,Wyoming,1593.71,40.0
1125,Massachusetts,Michigan,708.23,15.0
1126,Massachusetts,Minnesota,1179.77,27.0
1127,Massachusetts,Mississippi,1199.28,28.0
1128,Massachusetts,Missouri,1159.73,26.0
1129,Massachusetts,Montana,1925.32,41.0
1130,Massachusetts,Nebraska,1415.1,32.0
1131,Massachusetts,Nevada,2425.06,46.0
1132,Massachusetts,New Hampshire,81.34,2.0
1133,Massachusetts,New Jersey,224.4,7.0
1134,Massachusetts,New Mexico,1936.84,42.0
1135,Massachusetts,New York,201.62,6.0
1136,Massachusetts,North Carolina,627.0,13.0
1137,Massachusetts,North Dakota,1451.49,34.0
1138,Massachusetts,Northern Mariana Islands,7853.4,56.0
1139,Massachusetts,Ohio,630.78,14.0
1140,Massachusetts,Oklahoma,1468.74,35.0
1141,Massachusetts,Oregon,2510.42,48.0
1142,Massachusetts,Pennsylvania,334.5,9.0
1143,Massachusetts,Puerto Rico,1669.35,37.0
1144,Massachusetts,Rhode Island,40.79,1.0
1145,Massachusetts,South Carolina,776.26,16.0
1146,Massachusetts,South Dakota,1402.75,31.0
1147,Massachusetts,Tennessee,908.39,19.0
1148,Massachusetts,Texas,1668.68,36.0
1149,Massachusetts,Utah,2107.67,43.0
1150,Massachusetts,Vermont,159.88,4.0
1151,Massachusetts,Virgin Islands,1679.42,38.0
1152,Massachusetts,Virginia,499.68,11.0
1153,Massachusetts,Washington,2430.95,47.0
1154,Massachusetts,West Virginia,553.35,12.0
1155,Massachusetts,Wisconsin,943.3,20.0
1156,Massachusetts,Wyoming,1809.96,39.0
1157,Michigan,Minnesota,477.3,9.0
1158,Michigan,Mississippi,796.12,32.0
1159,Michigan,Missouri,540.97,13.0
1160,Michigan,Montana,1232.86,39.0
1161,Michigan,Nebraska,716.37,25.0
1162,Michigan,Nevada,1717.65,44.0
1163,Michigan,New Hampshire,679.74,20.0
1164,Michigan,New Jersey,578.87,15.0
1165,Michigan,New Mexico,1277.2,40.0
1166,Michigan,New York,506.91,10.0
1167,Michigan,North Carolina,631.59,18.0
1168,Michigan,North Dakota,766.68,29.0
1169,Michigan,Northern Mariana Islands,7283.58,56.0
1170,Michigan,Ohio,254.3,2.0
1171,Michigan,Oklahoma,860.51,33.0
1172,Michigan,Oregon,1811.87,46.0
1173,Michigan,Pennsylvania,440.31,7.0
1174,Michigan,Puerto Rico,2060.59,48.0
1175,Michigan,Rhode Island,708.07,23.0
1176,Michigan,South Carolina,701.17,22.0
1177,Michigan,South Dakota,694.96,21.0
1178,Michigan,Tennessee,539.92,12.0
1179,Michigan,Texas,1108.3,37.0
1180,Michigan,Utah,1402.38,41.0
1181,Michigan,Vermont,611.99,17.0
1182,Michigan,Virgin Islands,2100.06,49.0
1183,Michigan,Virginia,562.2,14.0
1184,Michigan,Washington,1743.84,45.0
1185,Michigan,West Virginia,401.13,5.0
1186,Michigan,Wisconsin,237.35,1.0
1187,Michigan,Wyoming,1101.79,36.0
1188,Minnesota,Mississippi,894.31,20.0
1189,Minnesota,Missouri,475.38,7.0
1190,Minnesota,Montana,757.05,17.0
1191,Minnesota,Nebraska,344.99,5.0
1192,Minnesota,Nevada,1261.41,43.0
1193,Minnesota,New Hampshire,1143.44,38.0
1194,Minnesota,New Jersey,1055.15,34.0
1195,Minnesota,New Mexico,944.58,23.0
1196,Minnesota,New York,980.12,26.0
1197,Minnesota,North Carolina,1028.61,31.0
1198,Minnesota,North Dakota,304.02,4.0
1199,Minnesota,Northern Mariana Islands,6846.35,56.0
1200,Minnesota,Ohio,667.74,12.0
1201,Minnesota,Oklahoma,683.2,13.0
1202,Minnesota,Oregon,1334.59,46.0
1203,Minnesota,Pennsylvania,914.61,21.0
1204,Minnesota,Puerto Rico,2457.11,49.0
1205,Minnesota,Rhode Island,1182.46,40.0
1206,Minnesota,South Carolina,1046.7,33.0
1207,Minnesota,South Dakota,234.11,2.0
1208,Minnesota,Tennessee,772.75,18.0
1209,Minnesota,Texas,951.59,24.0
1210,Minnesota,Utah,958.68,25.0
1211,Minnesota,Vermont,1068.27,35.0
1212,Minnesota,Virgin Islands,2506.59,50.0
1213,Minnesota,Virginia,996.25,27.0
1214,Minnesota,Washington,1268.91,44.0
1215,Minnesota,West Virginia,826.13,19.0
1216,Minnesota,Wisconsin,240.34,3.0
1217,Minnesota,Wyoming,638.41,11.0
1218,Mississippi,Missouri,425.47,7.0
1219,Mississippi,Montana,1450.32,42.0
1220,Mississippi,Nebraska,766.36,20.0
1221,Mississippi,Nevada,1628.55,44.0
1222,Mississippi,New Hampshire,1224.79,38.0
1223,Mississippi,New Jersey,976.9,29.0
1224,Mississippi,New Mexico,941.83,28.0
1225,Mississippi,New York,1046.17,31.0
1226,Mississippi,North Carolina,621.55,14.0
1227,Mississippi,North Dakota,1143.73,33.0
1228,Mississippi,Northern Mariana Islands,7528.45,56.0
1229,Mississippi,Ohio,636.58,16.0
1230,Mississippi,Oklahoma,471.35,8.0
1231,Mississippi,Oregon,1904.3,48.0
1232,Mississippi,Pennsylvania,875.34,24.0
1233,Mississippi,Puerto Rico,1753.18,45.0
1234,Mississippi,Rhode Island,1172.4,34.0
1235,Mississippi,South Carolina,502.7,11.0
1236,Mississippi,South Dakota,927.74,27.0
1237,Mississippi,Tennessee,297.33,4.0
1238,Mississippi,Texas,530.67,13.0
1239,Mississippi,Utah,1316.14,40.0
1240,Mississippi,Vermont,1203.36,37.0
1241,Mississippi,Virgin Islands,1823.11,47.0
1242,Mississippi,Virginia,718.27,19.0
1243,Mississippi,Washington,1912.22,49.0
1244,Mississippi,West Virginia,650.69,17.0
1245,Mississippi,Wisconsin,803.1,22.0
1246,Mississippi,Wyoming,1174.23,35.0
1247,Missouri,Montana,1057.02,35.0
1248,Missouri,Nebraska,372.39,7.0
1249,Missouri,Nevada,1351.15,44.0
1250,Missouri,New Hampshire,1156.12,40.0
1251,Missouri,New Jersey,967.11,32.0
1252,Missouri,New Mexico,778.33,25.0
1253,Missouri,New York,967.99,33.0
1254,Missouri,North Carolina,758.71,24.0
1255,Missouri,North Dakota,718.97,23.0
1256,Missouri,Northern Mariana Islands,7174.09,56.0
1257,Missouri,Ohio,529.69,16.0
1258,Missouri,Oklahoma,321.25,5.0
1259,Missouri,Oregon,1560.41,47.0
1260,Missouri,Pennsylvania,830.52,28.0
1261,Missouri,Puerto Rico,2102.48,48.0
1262,Missouri,Rhode Island,1145.77,39.0
1263,Missouri,South Carolina,713.94,22.0
1264,Missouri,South Dakota,508.73,14.0
1265,Missouri,Tennessee,399.25,8.0
1266,Missouri,Texas,569.33,18.0
1267,Missouri,Utah,1025.58,34.0
1268,Missouri,Vermont,1106.19,38.0
1269,Missouri,Virgin Islands,2163.34,49.0
1270,Missouri,Virginia,788.7,26.0
1271,Missouri,Washington,1544.0,46.0
